Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Width (mm),Thickness (mm),Weight (gr),Waterproof,Frame material,Fingerprint scanner,L3 cache (mb),Lithography process (nm),RAM size (GB),Memory type,Channels,Storage size (GB),Storage type,Memory card,Max charge power,Wireless charging,Reverse charging,Matrix (megapixels),Zoom,8K video recording,4K video recording,1080p video recording,Aperture,Sensor size,Pixel size (micron),Front camera megapixels,eSIM support*,5G support,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Video resolution_p,Video resolution_FPS,Bokeh mode,Pro mode,RAW support,Autofocus_Phase autofocus,LTE Cat*,Gyroscope,Compass,Barometer,Hall,effect sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan,Always-On Display,DC Dimming,DCI-P3,Speakers,Launch price category
2,308207,89157,68651,65211,85188,0,6.39,1080,2340,403,60,0,430,1,74.5,8.7,179.0,0,2,1,1,10,6,3,2,64,3,1,18,0,0,48,0,0,1,2,2.0,2.0,0.8,32.0,0,0,1,1,0,1,1817,2,1,1,1,0,0,12,1,1,0,0,0,0,0,1,1,1,0,0.0,1.0
5,1864199,453524,740162,361342,309171,5,6.2,1080,2340,416,120,1,2600,1,70.6,7.6,167.0,8,2,1,12,4,8,5,4,128,7,0,25,1,1,50,0,2,2,2,2.2,3.2,1.12,12.0,1,1,0,0,1,2,234,4,2,1,1,1,1,20,1,1,1,1,1,0,1,0,1,0,1,1.0,3.0
2,147618,55342,15180,46991,30105,2,6.22,720,1520,270,60,0,400,0,75.4,9.4,188.0,1,1,3,0,12,3,1,1,32,1,1,18,0,0,12,0,0,0,1,2.0,2.55,1.12,8.0,0,0,1,1,0,0,1787,2,1,1,1,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0
5,591585,177788,135748,120328,157721,3,6.6,1080,2340,390,120,1,1000,1,78.6,9.1,222.0,0,1,2,4,5,6,3,2,128,6,1,25,0,0,50,0,0,1,2,2.2,2.0,1.12,13.0,0,1,0,0,1,1,113,4,1,1,1,0,0,18,1,1,0,0,0,0,1,0,1,0,1,1.0,1.0
11,247581,80053,23425,83001,61102,2,6.6,720,1612,267,90,0,450,0,75.6,8.55,190.0,0,1,2,1,12,3,3,2,64,1,1,10,0,0,13,0,0,0,1,1.9,3.00395390070922,0.9680385288966724,8.0,0,1,1,1,0,0,265,2,1,1,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0
14,391929,129189,45821,108480,108439,3,6.43,1080,2400,409,90,0,1000,0,72.9,7.9,182.0,0,1,1,2,7,8,3,2,128,4,1,33,0,0,64,0,0,0,1,2.1,2.0,0.7,8.0,0,1,1,0,1,1,448,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,0,1,0.0,0.0
5,472949,155531,104355,89865,123198,3,6.5,1080,2340,396,120,0,1000,0,76.5,8.3,197.0,0,1,2,0,5,6,3,2,128,4,1,25,0,0,50,0,0,1,2,2.2,3.06,1.12,13.0,0,1,1,0,1,1,265,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,0,1,1.0,1.0
5,185380,65256,18289,47967,53868,3,5.6,1080,2220,441,60,0,390,0,70.6,8.4,172.0,8,2,3,0,14,4,2,2,32,1,1,18,0,0,16,0,0,0,1,1.9,3.1,1.0,16.0,0,0,1,1,1,1,2425,2,1,0,0,0,0,11,1,1,1,0,0,0,0,1,0,0,0,0.0,1.0
2,393792,134816,62084,94084,102808,2,6.5,1080,2400,405,90,0,500,0,75.3,8.9,190.0,0,1,2,2,7,4,3,2,64,4,1,18,0,1,48,0,0,0,1,2.0,4.0,1.12,8.0,0,1,1,1,0,1,1209,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,0,0.0,0.0
5,1116718,319867,405165,166062,225624,5,6.1,1080,2340,425,120,1,780,1,70.6,7.6,167.0,8,2,1,6,4,8,4,4,128,6,0,25,1,1,50,1,1,2,2,2.2,3.24,1.22,10.0,1,1,0,0,1,2,933,4,2,1,1,1,0,20,1,1,1,1,1,0,1,0,1,0,1,1.0,3.0
10,432674,138399,92935,91603,109737,0,6.43,1080,2400,409,90,0,450,0,73.9,7.99,185.0,7,2,1,0,6,6,3,2,128,5,0,33,0,0,50,0,0,0,2,2.4,3.06,1.0,16.0,1,1,0,1,0,1,721,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,0,1,0.0,1.0
6,1441869,381368,486801,305194,268497,0,6.74,1240,2772,451,120,1,2150,1,75.2,8.5,200.0,5,1,1,0,4,12,5,4,256,7,0,100,0,0,50,0,0,2,2,2.4,3.0,0.9680385288966724,16.0,0,1,0,0,1,1,234,2,2,1,1,0,0,18,1,1,0,0,0,0,1,0,1,1,1,1.0,1.0
2,384981,124544,75886,89263,95288,0,6.43,1080,2400,409,90,0,700,0,73.87,8.09,179.0,3,1,2,0,12,6,3,2,64,4,1,33,0,0,108,0,0,0,1,2.4,3.06,1.0,16.0,0,0,1,1,0,1,964,2,1,1,1,0,0,13,1,1,0,0,0,0,0,1,1,0,1,1.0,0.0
13,577736,188367,150748,109883,128738,1,6.39,1440,3120,538,60,0,660,1,72.3,8.6,189.0,8,2,1,0,7,6,3,2,128,3,2,40,1,1,40,1,0,1,2,2.0,2.7,1.0,24.0,0,0,0,0,1,2,2121,2,1,1,1,1,0,21,1,1,1,0,0,0,0,1,1,0,1,1.0,4.0
2,577493,197750,128038,114462,137243,0,6.55,1080,2400,402,90,0,500,1,75.7,6.8,158.0,3,1,2,0,6,6,3,2,128,4,1,33,0,0,64,0,0,1,2,2.2,3.4,0.8,20.0,0,1,0,0,1,1,1056,2,2,1,1,0,0,20,1,1,0,0,0,0,0,1,1,0,1,1.0,1.0
3,176485,61618,18522,46027,50318,6,6.5,720,1600,270,90,0,450,0,76.54,9.36,203.0,2,1,2,0,12,4,3,2,64,1,1,10,0,0,50,0,0,0,1,2.0,2.76,1.12,8.0,0,0,1,1,0,1,933,2,1,1,1,0,0,12,1,1,0,0,0,0,0,1,0,0,0,0.0,0.0
2,338231,133249,44936,66474,93572,3,6.43,1080,2400,406,60,0,450,1,74.5,8.3,178.8,3,1,2,0,11,4,3,2,64,4,1,33,0,0,48,0,0,1,2,2.5,3.06,1.12,13.0,0,0,1,1,0,1,1270,2,1,1,1,0,0,12,1,1,0,0,0,0,0,1,0,0,0,1.0,0.0
8,1206944,321813,454814,182280,248037,0,6.8,1080,2400,387,165,0,530,1,78.3,9.5,215.0,0,2,1,6,4,8,4,2,128,6,0,65,0,0,64,0,2,2,2,2.0,4.0,1.12,8.0,0,1,1,0,1,2,933,2,1,1,1,1,0,20,1,1,1,0,0,1,0,0,1,1,1,1.0,2.0
5,146527,55975,15438,50884,24230,6,5.7,720,1520,301,60,0,430,0,70.9,8.3,149.0,0,1,0,0,12,2,1,1,16,1,1,47,0,0,13,0,0,0,1,2.0,5.0,1.12,5.0,0,0,1,1,1,0,1664,1,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
13,1237186,347330,479118,189225,221513,1,6.74,1212,2616,428,120,1,550,1,75.5,8.5,209.0,8,2,1,6,4,8,4,4,256,6,2,66,1,1,50,0,0,2,2,2.2,2.0,0.7,13.0,0,0,0,0,0,2,721,4,2,1,1,1,1,20,1,1,1,1,1,0,1,0,1,1,1,1.0,4.0
11,240915,76042,23427,81392,60054,2,6.6,720,1612,267,90,0,450,0,75.6,8.6,180.0,0,1,2,1,12,3,3,2,64,1,1,10,0,0,13,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,8.0,0,0,1,1,0,0,295,2,1,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0
2,1225350,326540,470277,191951,236618,0,6.28,1080,2400,419,120,0,500,1,69.9,8.16,182.0,0,2,1,6,4,8,4,4,128,6,0,67,1,1,50,0,1,2,2,2.5,3.0,0.7,32.0,0,1,0,0,1,2,783,2,2,1,1,0,0,20,1,1,0,0,0,0,0,1,1,1,1,1.0,2.0
6,362813,118157,70569,79309,94778,2,6.49,1080,2400,405,90,0,450,0,74.7,9.0,190.0,0,1,3,0,8,6,3,2,128,3,1,30,0,0,64,0,0,1,2,2.1,1.72,0.8,16.0,0,1,1,0,1,1,1390,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,0,1.0,1.0
5,560697,170850,143095,111552,135200,7,6.6,1080,2408,400,120,0,500,0,79.9,9.9,235.0,8,1,2,0,6,6,3,2,128,4,1,25,0,1,50,0,0,1,1,2.2,3.1,0.9680385288966724,13.0,0,1,1,0,1,1,783,2,1,1,1,0,0,18,1,1,1,0,0,0,0,1,0,0,0,0.0,1.0
13,1264201,377589,471721,213072,201818,1,6.67,1220,2700,444,120,1,550,1,74.5,8.3,200.0,8,2,1,6,4,8,4,4,256,6,2,88,1,1,48,0,0,2,2,2.4,1.4,1.22,13.0,0,0,0,0,0,2,540,4,2,1,1,0,0,20,1,1,0,1,1,0,0,1,1,1,1,1.0,4.0
5,571424,181304,132908,103044,154168,3,6.7,1080,2400,393,120,0,800,0,77.3,8.4,199.0,0,1,2,4,5,8,3,2,128,6,1,25,0,0,108,0,0,1,2,2.2,2.8,0.8,32.0,0,1,0,0,1,1,509,4,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,0,1,0.0,1.0
3,426241,132393,65485,112845,115518,4,6.6,1080,2400,402,120,0,500,0,74.4,7.9,166.0,2,1,1,0,6,6,3,2,128,3,1,33,0,0,108,0,0,0,2,2.5,5.0,1.0,16.0,0,1,1,1,1,1,691,2,1,1,1,0,0,13,1,1,0,0,0,0,0,1,1,0,1,1.0,1.0
15,810336,193057,260802,160768,195709,0,6.78,1080,2448,395,144,0,800,1,77.0,9.9,239.0,0,2,1,4,5,8,4,4,128,6,0,65,0,1,64,0,2,2,2,2.5,4.0,1.12,24.0,0,1,1,0,1,2,1270,2,1,1,1,0,0,20,1,1,0,1,1,0,1,0,1,1,1,1.0,3.0
2,357730,109240,61480,86343,100667,0,6.67,1080,2400,395,120,0,700,1,76.1,8.12,202.0,3,1,2,0,12,6,3,2,64,4,1,67,0,0,108,0,0,0,1,2.4,2.9,1.25,16.0,0,0,1,1,1,1,933,2,1,1,1,0,0,13,1,1,0,0,0,0,0,1,1,0,1,1.0,0.0
0,154680,54012,18177,40689,41802,2,6.82,720,1640,263,90,0,500,0,77.5,8.6,205.0,0,1,2,0,12,4,3,2,128,1,1,18,0,0,16,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,8.0,0,0,1,1,0,0,479,2,1,1,0,0,0,20,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0
2,268860,90211,40709,63167,74773,2,6.5,1080,2400,405,90,0,400,0,75.5,8.9,181.0,0,1,2,0,12,4,3,2,64,1,1,22,0,1,50,0,0,0,1,2.0,3.00395390070922,1.12,8.0,0,0,1,1,0,0,933,2,1,1,1,0,0,7,1,1,0,0,0,0,0,1,0,0,0,1.0,0.0
9,634847,156616,149831,193311,135089,0,6.7,1080,2412,394,120,1,1200,1,74.8,7.4,181.0,5,1,1,0,4,12,3,2,256,6,1,80,0,1,50,1,0,1,2,2.0,2.75,0.64,50.0,0,1,0,0,1,1,82,4,1,1,1,0,1,20,1,1,0,0,0,0,1,0,1,1,1,1.0,2.0
2,1397705,293428,539878,307723,256676,0,6.67,1220,2712,446,120,1,1800,1,74.34,8.25,186.0,4,1,1,4,4,8,5,4,256,7,0,67,0,0,64,0,0,1,2,2.6,3.06,1.0,16.0,0,1,0,0,1,1,234,2,2,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,1.0
9,319875,108407,40492,96607,74369,8,6.59,1080,2412,401,90,0,480,0,75.7,8.4,191.0,0,1,2,0,6,6,3,2,128,4,1,33,0,1,50,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,16.0,0,0,1,1,0,1,905,2,1,1,1,0,0,12,0,1,0,0,0,0,0,1,0,0,1,1.0,1.0
11,158632,52247,18223,48674,39488,2,6.6,720,1612,267,90,0,450,0,75.6,8.55,185.0,0,1,2,0,12,4,3,2,128,1,1,18,0,0,50,0,0,0,1,2.0,2.8,0.9680385288966724,8.0,0,0,1,1,0,0,265,2,1,1,1,0,0,7,1,1,0,0,0,0,0,1,0,0,0,1.0,0.0
2,1234229,331276,485862,182917,234174,0,6.73,1440,3200,521,120,1,1000,1,74.92,9.06,225.0,8,2,1,6,4,8,4,4,256,6,0,67,1,1,50,0,1,2,2,2.5,3.2,0.7,32.0,0,1,0,0,1,2,783,2,1,1,1,1,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,3.0
1,901385,270120,281241,140631,209393,1,6.1,1080,2400,429,90,0,700,1,72.9,9.0,193.5,7,2,1,4,5,8,4,4,128,6,0,18,1,0,64,0,0,2,2,2.2,3.06,1.12,13.0,1,1,0,0,1,1,479,4,1,1,1,1,0,20,1,1,1,0,0,0,0,1,1,0,1,1.0,1.0
6,717608,207720,218727,124977,166184,0,6.55,1080,2400,402,120,0,500,1,74.1,8.4,189.0,0,2,1,4,7,8,4,2,128,6,0,65,0,0,48,0,0,2,2,2.0,3.06,1.0,16.0,0,1,0,0,1,2,1239,2,1,1,1,1,1,18,1,1,0,0,0,0,0,1,1,1,1,1.0,1.0
2,1598185,383884,634315,304850,275136,0,8.03,1916,2160,360,120,1,2600,1,143.28,5.26,259.0,0,2,2,8,4,12,5,4,256,7,0,67,1,1,50,1,1,2,2,2.3,3.4,1.12,20.0,0,1,0,0,1,2,387,2,2,1,1,1,0,20,1,1,1,0,0,0,0,1,1,1,1,1.0,5.0
3,438394,148732,81757,93110,114795,2,6.5,1080,2400,405,120,0,500,0,73.96,8.59,184.0,1,1,2,0,8,4,3,2,128,4,1,15,0,0,50,0,0,0,2,2.2,4.0,1.0,16.0,0,1,1,0,1,1,813,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,1,1.0,1.0
13,539885,171302,118154,128180,122249,1,6.7,1084,2412,395,120,0,500,0,74.96,6.88,168.0,0,1,1,0,6,8,3,2,256,6,0,66,0,1,50,0,0,1,2,2.4,2.8,0.61,60.0,0,0,0,0,0,1,234,4,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,1,1,1.0,1.0
4,402846,135029,62888,103707,101222,2,6.7,1080,2388,391,90,0,500,0,74.5,7.48,179.0,0,1,2,2,7,8,3,2,256,4,0,35,0,0,100,0,0,0,1,2.5,3.00395390070922,0.9680385288966724,16.0,0,1,0,0,0,1,448,2,1,1,0,0,0,20,0,1,0,0,0,0,0,1,0,0,1,0.0,1.0
4,420322,133982,70915,110349,105076,2,6.8,1080,2412,389,90,0,850,0,76.5,8.24,199.0,0,1,2,2,7,4,3,2,128,4,0,35,0,0,108,0,0,0,1,2.0,1.67,0.64,8.0,0,1,1,0,1,1,143,2,1,1,0,0,0,18,0,1,0,0,0,0,0,1,0,0,1,1.0,0.0
13,597110,194085,160060,116387,126580,1,6.47,1080,2340,398,60,0,570,1,73.4,8.4,192.0,8,2,1,0,7,6,3,2,128,3,2,40,1,1,40,1,0,1,2,2.0,2.7,1.0,32.0,0,0,0,0,1,2,1940,2,1,1,1,1,0,21,1,1,1,1,1,0,1,0,1,1,1,0.0,3.0
6,786855,237679,227952,142387,178837,0,6.43,1080,2400,410,90,0,450,1,73.2,8.2,190.0,0,1,1,0,6,8,3,2,128,6,0,80,0,0,50,0,0,1,2,2.4,2.8,0.8,32.0,0,1,0,0,1,1,844,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,0,1,1.0,1.0
2,409507,130946,64159,104996,109406,2,6.74,720,1600,260,90,0,600,0,78.0,8.09,192.0,0,1,2,2,6,4,3,2,128,4,1,18,0,0,50,0,0,0,1,1.8,3.00395390070922,0.9680385288966724,5.0,0,1,1,1,0,0,265,2,1,1,1,0,0,20,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0
5,788690,227108,239255,147100,175227,5,6.7,1080,2640,426,120,1,850,1,72.2,6.9,183.0,0,2,2,4,5,8,4,2,128,6,0,25,1,1,12,0,0,2,2,2.4,3.2,1.22,10.0,1,1,0,0,1,2,1117,4,2,1,1,1,0,20,1,1,1,1,1,0,0,1,1,0,1,1.0,3.0
3,435272,145088,83309,87695,119180,0,6.6,1080,2400,402,120,0,500,0,74.46,7.99,173.0,2,1,2,0,6,6,3,2,128,3,1,30,0,0,50,0,0,0,2,2.2,4.0,1.0,16.0,0,1,1,0,1,1,813,2,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,1,1,1.0,1.0
0,264823,85021,35662,68860,75280,0,6.66,1080,2400,395,60,0,500,0,76.72,8.18,198.0,3,1,2,0,12,8,3,2,256,1,1,33,0,1,64,0,0,0,1,2.0,2.0,0.9680385288966724,16.0,0,0,1,1,0,0,448,2,1,1,1,0,0,7,0,1,0,0,0,0,0,1,1,0,1,1.0,0.0
6,588673,188322,134945,125271,140135,0,6.67,1440,3120,516,90,0,616,1,75.9,8.8,206.0,0,2,1,2,7,6,3,2,128,5,0,30,0,0,48,1,0,2,4,2.0,3.1,1.0,16.0,0,0,0,0,1,2,1940,2,1,1,1,1,0,16,1,1,0,0,0,0,0,1,1,1,1,1.0,2.0
10,153069,56144,21573,41952,33393,2,6.52,720,1600,269,60,0,480,0,76.0,9.2,197.0,0,1,2,0,12,4,3,2,64,1,1,10,0,0,48,0,0,0,1,1.8,2.0,0.8,8.0,0,0,1,1,0,1,1209,2,1,1,1,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0
2,271623,87012,41702,72419,70490,2,6.79,1080,2460,396,90,1,550,0,76.28,8.3,205.0,3,1,2,0,12,6,3,2,128,1,1,33,0,0,108,0,0,0,1,2.5,1.67,0.9680385288966724,13.0,0,0,1,1,1,0,82,2,1,1,1,0,0,20,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0
6,1640804,402129,609642,336138,292895,0,6.74,1240,2772,451,120,1,1600,1,74.2,8.98,210.0,0,1,1,8,4,12,5,4,256,7,0,150,0,0,50,0,0,2,2,2.4,3.09,1.0,16.0,0,1,0,0,1,2,387,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,2.0
2,266334,86964,36173,68045,75152,2,6.79,1080,2460,396,90,0,550,0,76.28,8.17,198.5,3,1,2,0,12,4,3,2,128,1,1,18,0,0,50,0,0,0,1,2.1,2.8,1.14,8.0,0,0,1,1,0,0,448,2,1,1,1,0,0,7,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0
5,144567,51523,18476,35927,38641,7,6.5,720,1600,270,60,0,400,0,76.3,9.1,192.0,0,1,0,0,12,3,3,2,32,1,1,15,0,0,50,0,0,0,1,2.2,3.00395390070922,0.8,5.0,0,0,1,1,1,0,691,2,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
2,1224412,322096,447813,209816,244687,0,6.73,1440,3200,521,120,1,970,1,74.6,8.66,204.0,0,2,1,6,4,8,4,2,128,6,0,120,1,1,50,0,1,2,2,2.5,3.14,0.7,32.0,0,1,0,0,1,2,995,2,2,1,1,1,0,20,1,1,1,0,0,0,1,0,1,1,1,1.0,3.0
4,1307216,358602,494153,221955,232506,1,6.78,1224,2700,437,120,0,1600,1,74.9,8.1,192.0,0,2,1,6,4,12,4,4,256,6,0,90,0,1,200,1,0,2,2,2.4,1.4,1.12,50.0,0,1,0,0,0,2,448,4,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,1,1,1.0,1.0
2,1304206,340471,483139,238210,242386,0,6.67,1440,3200,526,120,1,550,1,75.44,8.59,204.0,3,1,1,6,4,8,4,4,256,6,0,67,1,0,64,0,1,2,2,2.5,3.06,1.0,16.0,0,1,0,0,1,2,479,2,2,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,1.0
2,435037,147952,80281,92531,114273,0,6.67,1080,2400,395,120,0,700,0,76.1,8.12,205.0,3,1,2,0,6,6,3,2,128,4,1,67,0,0,108,0,0,0,1,2.5,3.06,1.0,16.0,0,1,1,1,1,1,905,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,0,1,1.0,0.0
6,753639,237030,194865,138888,182856,0,6.55,1080,2400,402,120,0,760,1,74.1,8.4,188.0,0,2,1,4,7,8,3,2,128,6,0,65,0,0,48,0,0,2,2,2.0,3.06,1.0,16.0,0,1,0,0,1,2,1421,2,1,1,1,1,1,20,1,1,1,0,0,0,0,1,1,0,1,1.0,2.0
13,590073,190574,158715,112371,128413,2,6.26,1080,2340,412,60,0,500,0,74.0,7.8,174.0,0,2,2,0,7,6,3,2,128,3,0,22,0,0,48,0,0,1,2,2.0,2.8,0.8,32.0,0,0,0,0,0,1,1756,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,0,0.0,0.0
5,1019212,309697,336948,159695,212872,5,6.1,1080,2340,425,120,1,780,1,70.6,7.6,167.0,8,2,1,4,4,8,4,4,128,6,0,25,1,1,50,0,1,2,2,2.2,3.24,1.22,10.0,1,1,0,0,1,2,905,4,2,1,1,1,0,20,1,1,1,1,1,0,1,0,1,0,1,1.0,3.0
1,427102,122802,125452,87997,90851,1,6.3,1440,2960,522,60,0,400,0,76.7,7.9,184.0,0,2,3,2,10,4,3,2,64,3,0,18,1,0,12,0,0,2,3,1.8,3.2,1.4,8.0,1,0,0,0,0,2,2121,2,1,1,1,1,1,16,1,1,1,1,1,0,0,1,1,0,1,1.0,3.0
2,409383,125729,104829,75811,103014,0,6.43,1080,2400,409,60,0,450,1,74.5,8.3,178.8,3,1,2,0,12,6,3,2,64,4,1,33,0,1,64,0,0,1,2,2.5,3.06,1.12,13.0,0,0,1,1,0,1,1239,2,1,1,1,1,0,12,1,1,0,0,0,0,0,1,1,1,1,1.0,0.0
3,1143555,322034,366600,210728,244193,0,6.9,1080,2640,413,165,1,500,1,73.95,6.99,188.5,2,2,2,6,4,8,4,4,256,6,0,30,1,0,12,0,0,2,2,2.4,3.0,0.7,32.0,1,1,0,0,1,2,448,4,1,1,1,1,0,20,1,1,1,0,0,0,0,1,1,1,1,1.0,4.0
12,618023,209189,137524,136692,134618,0,6.78,1260,2800,453,120,0,1300,1,74.37,7.46,186.0,8,1,1,0,6,8,3,2,128,4,0,80,0,0,50,0,0,1,2,2.0,2.76,0.9680385288966724,50.0,1,1,0,0,0,1,326,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,1,1,0.0,2.0
5,383153,132249,74109,72736,104059,3,6.7,1080,2400,393,90,0,400,1,77.4,8.4,203.0,7,1,1,0,8,6,3,2,128,3,1,25,0,0,64,0,0,1,2,2.2,2.8,0.8,32.0,0,0,1,1,1,1,1270,4,1,1,1,0,0,15,1,1,0,0,0,0,0,1,1,0,0,1.0,1.0
6,684230,201277,190401,135359,157193,0,6.78,1440,3168,513,120,0,1300,1,74.4,8.5,199.0,8,2,1,4,7,8,4,2,128,5,0,30,1,1,48,0,0,2,2,2.5,3.06,1.0,16.0,0,1,0,0,1,2,1604,2,1,1,1,1,1,20,1,1,1,1,1,0,0,1,1,1,1,1.0,3.0
11,408916,117265,70997,108426,112228,2,6.78,1080,2460,396,120,0,580,0,76.6,9.23,206.0,3,1,1,0,6,8,3,2,128,4,0,33,0,0,50,0,0,0,1,1.7,3.00395390070922,0.9680385288966724,8.0,0,0,1,1,1,1,143,2,1,1,1,0,0,13,1,1,0,0,0,0,0,1,0,0,1,1.0,0.0
5,879941,247034,282380,179682,170845,5,6.4,1080,2340,403,120,0,800,1,74.5,7.9,177.0,8,2,1,4,5,6,4,4,128,6,0,25,1,1,12,1,0,2,2,2.2,2.74,0.8,32.0,0,1,0,0,1,2,964,4,2,1,1,0,0,19,1,1,1,1,1,0,0,1,1,0,1,1.0,3.0
5,1539054,384369,603059,276564,275062,5,6.6,1080,2340,393,120,1,800,1,76.2,7.6,195.0,8,2,1,8,4,8,5,4,256,7,0,45,1,1,50,0,2,2,3,2.2,3.24,1.12,12.0,1,1,0,0,1,2,568,4,2,1,1,1,1,20,1,1,1,1,1,0,1,0,1,0,1,1.0,3.0
9,914034,250353,252652,194177,216852,1,6.74,1080,2412,394,120,0,950,1,74.1,7.66,181.0,0,1,1,4,4,12,5,4,256,6,0,80,0,1,50,1,0,1,2,2.4,2.74,0.8,32.0,0,1,0,0,0,1,234,4,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,1.0
14,540904,168137,114289,106004,152474,3,6.4,1080,2400,411,90,0,450,1,73.3,7.99,182.0,0,1,1,2,6,6,3,2,128,4,0,60,0,1,50,0,0,1,2,2.4,3.13,1.0,16.0,0,1,1,0,1,1,933,2,1,1,1,1,0,20,1,1,0,0,0,0,0,1,1,1,1,1.0,1.0
11,226742,78487,26861,58152,63242,2,6.6,720,1612,267,90,0,450,0,76.0,8.95,193.0,0,1,3,1,12,2,3,2,64,1,1,10,0,0,13,0,0,0,1,1.8,3.00395390070922,0.9680385288966724,8.0,0,0,1,1,0,0,933,2,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
13,429415,140335,91897,93192,103991,8,6.4,1080,2310,398,60,0,450,1,76.3,8.7,183.0,0,1,2,0,7,6,3,2,128,3,2,40,0,0,48,0,0,0,1,2.0,3.1,1.0,16.0,0,0,1,1,0,1,1635,2,1,1,1,0,0,12,0,1,0,0,0,0,0,1,0,0,0,0.0,1.0
7,1224462,330723,438136,209049,246554,1,6.1,1080,2520,449,120,0,650,1,67.0,8.2,172.0,8,2,2,6,4,8,4,4,128,6,1,30,1,1,12,0,0,2,2,2.0,2.9,1.25,12.0,1,1,1,0,1,2,721,4,1,1,1,1,0,20,1,1,1,0,0,0,0,1,1,0,1,1.0,3.0
6,938580,245236,297942,176017,220385,0,6.62,1080,2400,397,120,0,500,1,74.6,8.3,198.5,0,2,1,4,5,8,4,4,128,6,0,65,0,0,50,0,0,2,2,2.0,3.06,1.0,16.0,0,1,0,0,1,2,1056,2,1,1,1,1,1,20,1,1,1,0,0,0,1,0,1,0,1,1.0,2.0
15,2210469,496599,906517,426516,380837,0,6.78,1080,2400,388,165,1,2500,1,76.8,8.9,225.0,8,2,1,12,4,16,5,4,512,7,0,65,1,1,50,1,1,2,2,2.5,3.2,1.12,32.0,0,1,1,0,1,2,234,2,1,1,1,0,1,18,1,1,0,0,0,0,1,0,1,1,1,1.0,4.0
15,1284953,347381,441438,231406,264728,0,6.78,1080,2448,395,165,0,800,1,77.0,10.4,239.0,0,2,1,8,4,12,5,4,256,6,0,65,0,1,50,0,1,2,2,2.4,1.56,1.0,12.0,0,1,1,0,1,2,691,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,4.0
8,2288881,477242,955140,455257,401242,0,6.8,1116,2480,400,120,1,1600,1,76.4,8.9,229.0,0,2,1,12,4,12,5,4,256,7,0,80,0,0,50,0,2,2,2,2.0,2.8,1.12,16.0,0,1,1,0,1,2,52,2,2,1,1,0,0,20,1,1,0,0,0,1,0,0,1,1,1,1.0,2.0
5,1223247,337583,457239,190080,238345,5,6.4,1080,2340,403,120,1,1450,1,76.5,8.2,209.0,8,2,1,6,4,8,4,4,128,6,0,25,1,1,50,0,1,2,2,2.4,3.0,1.22,10.0,1,1,0,0,1,2,326,4,2,1,1,0,0,20,1,1,1,0,0,0,1,0,1,0,1,1.0,2.0
12,2132894,476415,912996,402578,340905,0,6.78,1440,3200,518,144,1,3000,1,75.4,8.58,205.0,8,2,1,12,4,16,5,4,256,7,0,120,1,1,50,1,2,2,2,2.5,3.1,1.0,16.0,0,1,0,0,1,2,295,2,1,1,1,1,1,20,1,1,0,0,0,0,1,0,1,1,1,1.0,3.0
