Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Height (mm),Width (mm),Thickness (mm),Weight (gr),Waterproof,Rear material,Frame material,Fingerprint scanner,L3 cache (mb),Manufacturing,Lithography process (nm),Neural processor (NPU),RAM size (GB),Memory type,Channels,Storage size (GB),Storage type,Memory card,Battery capacity (mAh),Max charge power,Wireless charging,Reverse charging,Matrix (megapixels),Zoom,Flash,8K video recording,4K video recording,1080p video recording,Aperture,Sensor size,Pixel size (micron),Front camera megapixels,eSIM support*,5G support,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Video resolution_p,Video resolution_FPS,Bokeh mode,Pro mode,RAW support,Autofocus_Phase autofocus,LTE Cat*,Proximity sensor,Gyroscope,Compass,Barometer,Hall,effect sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan,Always-On Display,DC Dimming,DCI-P3,Speakers,Launch price category
3,227536,77070,30643,56954,62869,0,6.4,1080,2400,411,60,0,700,0,161.89,73.87,8.55,181.0,2,1,1,2,0,3,12,1,4,3,2,64,1,1,5000,20,0,0,50,0,1,0,0,1,2.2,4.0,1.12,13.0,0,0,1,1,1,1,995,2,1,1,1,0,0,7,1,1,1,0,0,0,0,0,1,1,0,1,0.0,0.0
14,413030,138009,74490,98103,102428,2,6.72,1604,720,262,120,0,625,0,165.6,76.1,7.69,190.0,4,1,1,2,2,3,6,1,4,3,2,128,4,1,5000,15,0,0,50,0,1,0,0,1,2.0,3.00395390070922,0.64,8.0,0,1,1,0,1,1,143,2,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,0,0,1,1.0,0.0
5,579837,207203,138493,95482,138659,3,6.7,1080,2400,393,120,0,500,1,163.7,76.1,7.6,181.0,7,1,1,1,0,3,6,1,6,3,2,128,4,1,5000,25,0,0,108,0,1,0,1,2,2.2,2.8,0.8,32.0,0,1,0,0,1,1,874,4,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,1,0,1,1.0,1.0
2,154710,55442,10909,43235,45124,2,5.45,720,1440,295,60,0,530,0,146.3,70.4,9.5,165.0,0,1,1,0,0,2,12,1,2,1,1,16,1,1,4000,47,0,0,12,0,1,0,0,1,2.2,5.0,1.12,5.0,0,0,1,1,0,0,1909,2,1,0,0,0,0,4,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0.0
2,1501656,396296,527576,288948,288836,0,6.67,1220,2712,446,144,1,600,1,162.2,75.7,8.49,206.0,8,2,1,1,8,3,4,1,12,5,4,256,7,0,5000,120,0,0,50,0,1,1,2,2,2.2,2.0,0.8,20.0,1,1,0,0,1,2,356,2,1,1,1,1,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,4.0
5,713203,212654,215469,137373,147707,3,6.5,1080,2400,407,120,0,740,1,159.8,74.5,8.4,190.0,8,1,2,1,2,2,7,1,6,4,2,128,6,1,4500,25,1,1,12,1,2,0,2,2,2.0,2.74,0.8,32.0,0,0,0,0,1,2,1421,4,2,1,1,1,1,19,1,1,1,0,1,1,0,0,1,1,0,1,1.0,2.0
6,1618112,400518,604796,297685,315113,0,6.78,1264,2780,450,120,1,4500,1,163.3,75.3,8.8,207.0,5,2,2,1,8,3,4,1,12,5,4,256,7,0,5500,100,0,0,50,0,1,0,2,2,2.4,3.09,1.0,16.0,0,1,0,0,1,2,234,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,2.0
14,869092,214183,296241,161033,197635,3,6.43,1080,2400,409,120,0,450,1,158.5,73.3,8.4,186.0,0,2,1,1,4,2,5,1,8,4,2,128,6,0,4500,65,0,0,64,0,2,0,2,2,2.5,3.0,1.0,16.0,0,1,1,0,1,2,1270,2,1,1,1,0,0,20,1,1,1,0,0,0,0,0,1,1,1,1,1.0,2.0
3,381057,123489,77114,79191,101263,2,6.7,1080,2400,393,60,0,450,1,166.1,76.1,9.9,212.0,0,1,1,2,3,2,8,1,4,3,2,64,3,1,5000,20,0,0,48,0,1,0,1,2,2.2,2.0,1.0,16.0,0,1,1,1,0,1,1360,2,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,0,0,0,0.0,1.0
14,773824,252935,183436,155736,181717,1,6.7,1080,2412,394,120,1,2000,0,161.34,73.91,8.23,190.0,5,2,1,1,0,2,4,1,8,3,2,128,6,0,5200,80,0,0,50,1,1,0,1,2,2.5,2.74,0.8,32.0,0,1,0,0,1,1,21,4,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,1.0
2,829966,257185,201416,168318,203047,2,6.6,1080,2460,407,144,1,500,1,163.64,74.29,8.87,200.0,3,1,1,2,4,3,5,1,8,4,4,128,6,0,5080,67,0,0,64,0,2,0,1,2,2.45,2.0,0.8,16.0,0,1,1,1,1,1,813,2,2,1,1,0,0,20,1,1,1,0,0,0,0,1,0,0,0,1,1.0,1.0
5,346841,115364,79042,72048,80387,3,6.6,720,1600,266,60,0,500,0,164.4,75.9,8.6,193.0,0,1,1,1,3,2,8,1,4,3,2,128,3,1,5000,15,0,0,48,0,1,0,1,2,2.2,5.0,1.0,20.0,0,1,1,0,1,1,1390,2,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,1,0,0,0.0,1.0
1,250172,83481,37768,61127,67796,1,5.6,1080,2220,441,60,0,500,0,151.3,70.1,8.2,147.0,0,1,1,3,0,2,10,1,4,3,2,64,1,0,3000,18,0,0,12,0,2,0,1,3,2.0,2.8,1.12,8.0,1,0,1,0,0,1,1940,2,1,1,1,1,0,11,1,1,1,1,0,0,0,0,1,1,0,0,1.0,1.0
2,399096,129223,78383,78622,112868,0,6.67,1080,2400,395,120,0,700,1,164.2,76.1,8.12,201.8,3,1,1,2,0,2,8,1,6,3,2,128,4,1,5000,67,0,0,108,0,1,0,1,2,2.4,3.13,1.0,16.0,0,0,1,1,1,1,509,2,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,1,0,1,1.0,1.0
13,900765,279677,200982,225491,194615,1,6.69,1216,2688,441,120,1,600,1,161.4,76.0,7.95,209.0,8,2,2,1,0,1,7,1,12,4,4,256,7,2,4750,66,1,1,50,1,2,0,2,2,2.4,3.00395390070922,0.9680385288966724,13.0,0,0,0,0,0,2,356,4,2,1,1,0,0,20,1,1,1,1,0,0,0,0,1,1,1,1,1.0,2.0
2,516984,152757,112540,108077,143610,0,6.67,1080,2400,395,120,1,500,1,162.9,76.0,7.9,187.0,3,2,1,2,0,3,6,1,6,3,2,128,4,0,5000,67,0,0,50,0,2,0,1,2,2.5,3.06,1.0,16.0,0,1,1,0,1,1,540,2,2,1,1,0,0,20,1,1,1,0,0,0,0,0,1,1,1,1,1.0,1.0
4,596600,194697,159947,118656,123300,2,6.26,1080,2340,412,60,0,450,0,154.25,74.0,7.9,174.0,0,2,2,2,0,3,7,1,6,3,2,128,3,0,3750,22,0,0,48,0,1,0,1,2,2.0,2.8,0.8,32.0,0,0,0,0,0,2,1909,2,1,1,1,1,0,21,1,1,1,0,0,0,0,0,1,0,0,0,0.0,1.0
15,1623986,406281,611862,317813,288030,0,6.78,1080,2448,395,165,0,1000,1,173.0,77.0,10.3,246.0,4,2,2,1,8,3,4,1,16,5,4,512,7,0,6000,65,0,1,50,0,1,1,2,2,2.5,3.2,0.7,32.0,0,1,1,0,1,2,448,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
6,674056,225606,162571,130246,155633,0,6.7,1080,2412,394,120,0,950,1,162.7,75.5,8.2,184.0,0,1,1,1,0,3,6,1,8,3,2,128,6,1,5000,80,0,0,50,0,1,0,1,2,2.4,3.13,1.0,16.0,0,1,0,0,1,1,387,2,1,1,1,0,0,13,1,1,1,0,0,0,0,0,1,1,0,1,1.0,1.0
2,1578468,388208,601455,302697,286108,0,6.67,1440,3200,526,120,1,4000,1,160.86,74.95,8.21,209.0,0,2,2,1,8,3,4,1,12,5,4,256,7,0,5000,120,0,0,50,0,1,1,2,2,2.4,3.06,1.0,16.0,0,1,0,0,1,2,265,2,2,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,1.0
3,517563,161837,87588,113549,154589,4,6.6,1080,2400,402,144,0,1200,1,158.52,71.99,7.64,168.0,8,4,2,1,0,3,6,1,8,3,2,256,4,0,4400,68,1,1,50,0,2,0,1,2,2.4,1.55,0.7,32.0,1,1,0,0,1,1,326,4,1,1,1,1,0,19,1,1,1,1,0,0,0,0,1,1,1,1,1.0,1.0
9,1612065,437983,607388,283058,283636,0,6.82,1440,3168,510,120,1,2500,1,164.8,76.2,9.1,218.0,8,2,2,1,8,3,4,1,12,5,4,256,7,0,5000,100,1,1,50,0,2,0,2,2,2.4,2.74,0.8,32.0,0,1,0,0,1,2,540,4,1,1,1,1,1,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,3.0
0,756783,211807,215357,154309,175310,0,6.67,1080,2400,395,120,0,900,0,162.66,75.89,8.1,187.0,3,1,1,1,0,3,6,1,8,3,2,256,6,1,5000,45,0,1,108,0,4,0,1,2,2.5,1.67,0.8,32.0,0,1,1,1,0,1,387,3,1,1,1,0,0,20,1,1,1,0,0,0,0,0,1,1,1,1,1.0,0.0
8,2369542,485363,979908,507149,397122,0,6.8,1116,2480,400,120,0,1600,1,164.0,76.4,8.9,229.0,0,0,2,1,12,3,4,1,16,5,4,512,7,0,5500,165,0,0,50,0,1,2,2,2,2.0,3.06,1.12,16.0,0,1,1,0,1,2,52,2,2,1,1,0,0,20,1,1,1,0,0,0,1,0,0,1,1,1,1.0,3.0
3,578276,175641,149019,114917,138699,1,6.7,1080,2400,385,144,0,450,1,163.0,76.0,7.0,163.0,2,1,2,2,0,3,6,1,8,3,2,128,4,0,4000,30,0,0,108,1,2,0,2,2,2.3,1.52,0.7,32.0,0,1,0,0,0,2,1117,4,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,0,0,1,0.0,2.0
6,356931,129362,69264,74754,83551,8,6.49,1080,2400,406,90,0,550,0,163.1,74.9,8.3,189.0,0,1,1,2,0,2,8,1,4,3,2,64,3,1,5000,18,0,0,13,0,1,0,0,1,2.1,3.0,1.0,16.0,0,1,1,1,1,1,1178,2,1,1,1,0,0,13,1,1,1,0,0,0,0,0,1,0,0,1,0.0,0.0
2,785177,217516,233355,144938,199368,0,6.67,1080,2400,395,120,0,800,1,164.1,76.9,8.8,203.0,3,2,2,2,8,3,6,1,8,3,2,128,6,0,5000,67,0,0,108,0,2,0,1,2,2.5,3.06,1.0,16.0,0,1,0,0,1,2,1056,2,1,1,1,1,0,18,1,1,1,1,0,0,0,1,0,1,1,1,1.0,1.0
14,438163,153343,80957,94380,109033,2,6.6,1080,2412,400,120,0,460,0,164.3,75.6,8.5,195.0,0,1,1,2,0,3,6,1,6,3,2,128,4,1,5000,33,0,0,64,0,1,0,0,1,2.1,3.13,1.0,16.0,0,1,1,0,0,1,933,2,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,0,0,1,0.0,1.0
15,1593326,409138,605739,291849,286600,0,6.78,1080,2448,395,165,0,1500,1,173.0,77.0,10.3,239.0,4,2,2,1,8,3,4,1,12,5,4,256,7,0,6000,65,0,1,50,0,1,1,2,2,2.5,3.2,1.12,32.0,0,1,1,0,1,2,479,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,3.0
2,407741,128013,96983,75545,107200,0,6.55,1080,2400,402,90,0,500,1,160.5,75.7,6.8,157.0,3,2,1,2,0,2,8,1,4,3,2,64,4,1,4250,33,0,0,64,0,2,0,1,2,2.5,3.06,1.0,16.0,0,0,0,0,0,1,1239,2,2,1,1,0,0,15,1,1,1,0,0,0,0,0,1,1,0,1,1.0,1.0
12,2111636,505590,864600,385208,356238,0,6.78,1260,2800,453,144,1,1400,1,163.53,75.68,8.34,190.0,4,2,1,1,18,3,4,1,8,5,4,256,7,0,5160,120,0,0,50,0,1,2,2,2,2.5,2.76,0.64,16.0,0,1,0,0,1,2,113,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,1.0
2,945775,276813,234194,191452,243316,0,6.67,1220,2712,446,144,1,600,1,162.2,75.7,8.49,197.0,8,2,1,1,4,3,4,1,8,4,4,256,6,0,5000,67,0,0,50,0,1,0,1,2,2.2,2.0,0.8,20.0,1,1,0,0,1,2,356,2,1,1,1,1,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,2.0
4,394850,135356,69876,96988,92630,6,6.5,720,1600,270,90,0,450,0,163.66,75.13,8.68,194.0,0,1,1,2,0,2,8,1,4,3,2,128,3,1,5000,22,0,0,50,0,1,0,0,1,2.0,3.00395390070922,0.9680385288966724,8.0,0,1,1,0,0,0,540,2,1,1,1,0,0,18,1,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0
12,971043,270835,264479,200427,235308,0,6.78,1260,2800,453,120,1,2800,1,164.36,75.1,7.45,188.0,4,2,1,1,4,3,4,1,8,3,2,256,4,0,5000,80,0,1,50,1,2,0,1,2,2.0,2.76,0.64,50.0,0,1,0,0,0,1,174,4,1,1,1,0,0,18,1,1,1,0,0,0,0,1,0,1,1,1,0.0,1.0
11,427197,133152,66154,110891,117000,0,6.78,1080,2436,393,120,0,1000,0,164.7,75.0,7.6,179.0,3,1,1,1,0,3,6,1,8,3,2,256,4,0,5000,33,0,0,108,0,4,0,0,2,2.2,3.1,0.7,32.0,0,0,0,1,0,1,203,2,2,1,0,0,0,13,1,1,1,0,0,0,0,0,1,1,0,1,1.0,0.0
2,923576,246800,260294,182528,233954,0,6.81,1440,3200,515,120,1,900,1,164.3,74.6,8.4,234.0,8,0,2,1,4,2,5,1,8,4,2,256,6,0,5000,67,1,1,50,0,2,1,2,2,2.3,3.4,0.8,20.0,0,1,0,0,1,2,1239,2,2,1,1,1,1,24,1,1,1,1,1,1,0,0,1,1,1,1,1.0,5.0
5,667934,169143,208710,148420,141661,3,6.8,1440,3040,495,60,0,700,1,162.3,77.2,7.9,196.0,8,2,2,1,0,2,7,1,12,3,2,256,5,1,4300,45,1,1,12,1,1,0,2,4,1.6,2.65,1.22,10.0,0,1,0,1,1,2,1848,4,1,1,1,1,1,20,1,1,1,1,0,0,0,0,1,1,0,1,1.0,4.0
3,261535,85300,38887,63200,74149,2,6.5,720,1600,270,90,0,400,0,162.7,74.66,8.19,183.45,1,1,1,2,0,3,12,1,4,3,2,64,1,1,5000,10,0,0,50,0,1,0,0,1,2.0,4.0,1.12,8.0,0,0,1,1,1,0,599,1,1,1,1,0,0,7,1,1,0,0,0,0,0,0,1,0,0,0,1.0,0.0
7,1301226,326026,546226,186740,242234,1,6.1,1080,2520,449,120,0,750,1,154.0,68.0,8.6,182.0,8,2,2,2,8,3,4,1,8,5,4,128,6,1,5000,30,1,1,48,0,1,0,3,3,2.0,2.93,1.22,12.0,1,1,1,0,1,2,356,4,1,1,1,1,0,20,1,1,1,0,0,0,0,0,1,1,0,1,1.0,3.0
8,2117487,486401,897885,405132,328069,0,6.8,1116,2480,400,120,0,1600,0,164.0,76.4,8.9,229.0,0,2,2,1,12,3,4,1,12,5,4,256,7,0,6500,80,0,0,50,0,1,2,2,2,2.0,2.8,1.12,16.0,0,1,1,0,0,2,295,2,2,1,1,0,0,20,1,1,1,0,0,0,1,0,0,1,1,1,1.0,2.0
8,1575346,388348,605136,293516,288343,0,6.8,1116,2480,400,120,0,1500,1,163.9,76.3,8.3,228.0,0,2,0,1,8,3,4,1,8,5,4,256,7,0,5000,80,0,0,64,1,2,2,2,2,2.0,2.8,0.7,16.0,0,1,0,0,1,2,540,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,2.0
5,604726,192451,136485,116995,158795,3,6.6,1080,2340,390,120,1,1000,1,161.7,78.0,8.2,209.0,7,2,1,1,4,2,5,1,6,3,2,128,6,1,5000,25,0,0,50,0,1,0,1,2,2.2,3.06,1.12,13.0,1,1,0,0,1,1,174,4,1,1,1,0,0,18,0,1,1,0,1,1,0,1,0,1,0,1,1.0,1.0
3,559333,193551,109871,126145,129766,2,6.6,1080,2400,399,120,0,600,0,162.83,73.77,9.19,202.0,1,1,1,2,0,2,4,1,8,3,2,256,4,1,5000,20,0,0,50,0,1,0,1,2,2.5,4.0,1.12,16.0,0,1,1,0,1,1,448,2,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,0,0,1,1.0,1.0
3,554764,197538,94177,118975,144074,4,6.7,1080,2400,395,120,1,1200,0,162.56,74.75,8.29,190.0,0,4,1,1,0,2,4,1,8,3,2,256,4,1,5000,30,1,0,50,0,1,0,1,2,2.4,3.00395390070922,0.9680385288966724,32.0,1,1,1,0,1,1,113,2,2,1,1,0,0,20,1,1,1,0,1,1,0,0,1,0,0,1,1.0,1.0
14,423087,140266,70632,109061,103128,3,6.4,1080,2400,411,90,0,1000,0,159.9,73.3,7.95,178.0,0,1,1,2,0,3,6,1,4,3,2,64,4,1,5000,33,0,0,50,0,1,0,0,2,2.5,3.06,1.0,16.0,0,0,1,0,0,1,660,2,1,1,1,0,0,13,1,1,1,0,0,0,0,0,1,1,0,1,0.0,0.0
2,241410,87028,34315,62211,57856,2,6.53,1080,2340,395,60,0,400,0,162.3,77.3,9.6,198.0,0,1,1,2,0,2,11,1,4,3,2,64,4,1,6000,18,0,1,48,0,1,0,0,1,2.0,4.0,1.12,8.0,0,0,1,1,0,0,1329,2,1,1,1,0,0,13,1,0,1,0,0,0,0,0,1,0,0,0,1.0,0.0
13,542241,171381,118160,130301,122399,1,6.7,1084,2412,395,120,0,1200,1,161.54,75.36,6.98,191.0,0,1,1,1,0,0,7,1,8,4,4,256,6,0,4600,66,0,1,50,0,1,0,1,2,2.4,2.8,0.61,60.0,0,0,0,0,0,1,234,4,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,1,1,1,1.0,1.0
5,213850,72926,26922,54332,59670,3,6.1,1080,2400,431,60,0,450,1,149.9,69.8,7.9,152.0,0,1,1,1,0,3,12,1,4,3,2,64,1,1,3500,15,0,0,48,0,1,0,0,1,2.2,2.8,0.9,25.0,0,0,1,1,1,1,1604,2,1,1,1,0,0,12,1,1,1,0,0,0,0,0,1,1,0,0,0.0,0.0
14,247675,91852,22955,66020,66848,2,6.74,720,1600,260,90,0,560,0,167.2,76.7,7.99,186.0,4,1,1,2,0,3,12,1,4,3,2,64,1,1,5000,10,0,0,13,0,1,0,0,1,2.2,3.00395390070922,0.9680385288966724,5.0,0,0,1,0,0,0,234,1,1,1,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0
3,1467120,338291,550741,292130,285958,1,6.67,1080,2400,395,165,0,1300,1,161.16,74.0,8.59,203.0,8,2,2,1,8,3,4,1,8,5,4,512,7,0,5100,68,1,1,50,1,2,2,2,2,2.2,2.8,0.61,60.0,1,1,0,0,1,2,479,4,2,1,1,0,0,20,1,1,1,1,0,0,0,0,1,1,1,1,1.0,3.0
11,270130,84736,35760,73712,75892,0,6.67,1080,2400,395,60,0,500,0,163.4,76.7,7.8,190.0,3,1,1,1,0,3,12,1,8,3,2,256,3,1,5000,33,0,0,64,0,1,0,0,1,2.5,2.8,0.8,32.0,0,0,1,1,0,0,479,2,1,1,1,0,0,7,1,0,1,0,0,0,0,0,1,1,0,1,1.0,0.0
5,457810,143808,105368,81867,126767,3,6.5,1080,2340,396,120,0,1000,0,161.7,77.2,8.8,208.0,7,1,1,2,0,2,5,1,6,3,2,128,4,1,6000,25,0,0,50,0,1,0,1,1,2.0,3.00395390070922,0.9680385288966724,13.0,0,1,1,0,1,1,448,2,1,1,1,0,0,20,1,0,1,0,0,0,0,0,1,1,0,1,0.0,0.0
5,418822,96089,137559,84773,100401,3,6.7,1080,2400,394,60,0,600,1,163.7,76.1,8.7,199.0,0,2,2,1,0,2,10,1,6,3,2,128,3,1,4500,25,0,0,12,1,1,0,2,2,2.2,2.8,0.8,32.0,0,0,1,1,1,2,1664,2,1,1,1,0,0,20,1,1,1,1,1,1,0,0,1,1,0,0,0.0,2.0
3,454760,154215,84240,102248,114057,4,6.5,1080,2400,402,120,1,1300,0,160.0,74.4,7.6,168.3,4,1,1,1,0,3,6,1,12,3,2,256,4,1,5000,30,0,0,50,0,1,0,0,2,2.5,3.06,1.0,16.0,0,1,1,1,1,1,356,2,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,1,1,1,1.0,0.0
4,254972,93064,34696,61717,65495,2,6.5,1080,2340,396,60,0,430,0,160.4,76.6,7.8,175.0,0,2,2,3,1,3,12,0,4,3,2,64,1,1,3750,10,0,0,20,0,1,0,0,2,2.0,3.00395390070922,2.0,16.0,0,0,1,1,0,1,2152,2,2,1,1,0,0,12,1,1,1,0,0,0,0,0,1,0,0,0,0.0,1.0
3,1514779,371083,601090,301223,241383,1,6.67,1080,2400,394,165,1,500,1,161.16,74.0,8.59,199.0,8,2,2,1,8,3,4,1,12,5,4,256,7,0,4600,125,1,1,50,0,2,2,2,2,2.2,2.8,0.61,60.0,1,1,0,0,1,2,509,4,2,1,1,1,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,3.0
0,424956,129012,64961,113345,117638,8,6.78,1080,2460,396,120,0,580,0,168.62,76.6,8.58,219.0,3,1,1,2,0,3,6,1,8,3,2,128,4,1,5000,45,0,1,64,0,4,0,0,2,2.0,3.0,0.8,16.0,0,0,1,1,0,1,479,2,2,1,1,0,0,13,1,1,1,0,0,0,0,0,1,0,0,1,1.0,0.0
2,1981079,432043,820859,403115,325062,0,6.67,1440,3200,526,120,1,4000,1,160.86,74.95,8.21,209.0,8,2,2,1,12,3,4,1,12,5,4,256,7,0,5000,120,0,0,50,1,1,1,2,2,2.2,3.06,1.0,16.0,0,1,0,0,1,2,265,2,2,1,1,0,1,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,1.0
5,162430,60921,16172,44078,41259,7,6.5,720,1600,270,90,0,400,0,164.7,76.7,9.1,195.0,0,1,1,2,0,2,8,0,3,3,2,32,1,1,5000,15,0,0,50,0,1,0,0,1,2.2,3.00395390070922,0.9680385288966724,5.0,0,0,1,1,1,0,721,2,1,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
3,240012,75962,22972,79342,61736,2,6.6,720,1600,266,90,0,500,0,163.5,74.5,8.0,180.0,2,1,1,2,1,3,12,0,4,3,2,64,1,1,5000,10,0,0,16,0,1,0,0,1,2.0,3.00395390070922,0.9680385288966724,5.0,0,0,1,0,1,0,234,2,1,1,0,0,0,7,1,0,1,0,0,0,0,0,1,0,0,0,1.0,0.0
13,333924,108429,48773,112870,63852,2,6.95,1080,2376,376,90,0,500,0,171.6,79.9,8.9,214.0,1,0,1,2,0,3,6,1,6,3,2,128,4,1,7000,22,0,0,50,0,1,0,0,1,2.0,3.00395390070922,0.9680385288966724,8.0,0,0,0,0,0,1,448,2,1,1,1,0,0,20,1,1,1,0,0,0,0,0,1,0,0,1,1.0,1.0
6,1081135,347567,300204,202823,230541,0,6.74,1240,2772,451,120,1,600,1,162.6,75.1,8.5,191.5,4,2,1,1,8,3,4,1,12,5,4,256,6,0,5000,80,0,0,64,0,1,0,2,2,2.4,3.09,1.0,16.0,0,1,0,0,1,1,540,2,1,1,1,0,0,19,1,1,1,0,0,0,0,1,0,1,1,1,1.0,1.0
2,358084,121908,43873,98672,93661,0,6.67,1080,2400,395,120,0,1800,0,162.24,75.55,7.97,188.5,4,1,1,1,0,3,6,1,6,3,2,128,4,1,5000,33,0,0,108,0,1,0,0,1,2.4,3.06,1.0,16.0,0,0,1,0,1,1,234,2,1,1,1,0,0,13,1,1,1,0,0,0,0,0,1,1,0,1,1.0,0.0
11,123769,33298,10557,43956,35958,2,6.6,720,1600,267,60,0,400,0,163.86,75.51,8.9,199.0,0,1,1,3,0,3,12,1,3,1,1,32,1,1,5000,10,0,0,13,0,1,0,0,1,2.0,3.00395390070922,0.9680385288966724,5.0,0,0,1,1,0,0,599,2,1,1,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
3,458668,150576,80021,102889,125182,2,6.5,1080,2400,405,120,0,500,0,163.06,74.8,8.45,185.0,1,1,1,2,0,3,6,1,6,3,2,256,3,1,5000,15,0,0,50,0,1,0,0,2,2.4,2.76,1.0,16.0,0,1,1,0,1,1,509,2,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,0,0,1,1.0,1.0
12,957800,277623,265097,190998,224082,0,6.78,1260,2800,453,120,0,1300,0,164.2,74.4,7.5,188.0,0,2,2,1,4,3,4,1,8,4,4,256,6,0,4600,80,0,0,50,1,1,0,1,2,2.0,2.76,1.22,50.0,0,1,0,0,1,1,326,2,1,1,1,0,1,20,1,1,1,0,0,0,0,1,0,1,1,1,0.0,1.0
2,1183140,318629,435995,209311,219205,0,6.28,1080,2400,419,120,0,500,1,152.7,69.9,8.16,180.0,0,2,2,1,6,2,4,1,8,4,4,128,6,0,4500,67,1,1,50,0,2,1,2,2,2.4,3.06,0.7,32.0,0,1,0,0,1,2,995,2,2,1,1,1,0,20,0,1,1,0,0,0,0,0,1,1,1,1,1.0,2.0
14,1293540,349908,472589,210537,260506,0,6.74,1240,2772,451,144,0,600,1,163.85,75.75,8.9,199.0,0,2,1,1,6,3,4,1,8,5,4,256,6,0,5000,150,0,0,50,0,2,0,2,2,2.5,3.09,1.0,16.0,0,1,0,0,1,2,568,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,1.0
11,404883,129182,79705,98632,97364,2,6.82,720,1600,257,90,0,450,0,170.6,77.5,8.7,213.0,0,1,1,2,0,3,6,1,8,3,2,128,4,1,6000,18,0,0,50,0,2,0,0,2,1.8,3.00395390070922,1.12,8.0,0,0,1,1,0,1,691,2,1,1,0,0,0,20,1,1,1,0,0,0,0,0,1,0,0,0,1.0,0.0
5,796383,241998,215392,158716,180277,5,6.8,1440,3088,500,120,1,830,1,163.3,77.9,8.9,228.0,8,2,2,1,4,2,4,1,8,4,4,128,6,0,5000,45,1,1,108,0,1,1,2,2,2.2,2.82,0.7,40.0,1,1,0,0,1,2,905,4,2,1,1,1,1,20,1,1,1,1,1,1,0,1,0,1,0,1,1.0,4.0
2,386760,126133,61516,89310,109801,0,6.43,1080,2400,409,90,0,700,0,159.87,73.87,8.09,179.5,3,1,1,2,0,3,12,1,6,3,2,128,4,1,5000,33,0,0,64,0,1,0,0,1,2.5,3.06,1.0,16.0,0,0,1,1,0,1,905,2,1,1,1,0,0,13,0,1,1,0,0,0,0,0,1,1,0,1,1.0,0.0
5,148729,56475,16695,42673,32886,3,6.4,720,1560,268,60,0,400,0,158.4,74.7,7.8,169.0,0,1,1,3,0,2,14,0,3,1,1,32,1,1,4000,15,0,0,13,0,1,0,0,1,2.0,3.00395390070922,0.9680385288966724,8.0,0,0,1,1,1,1,2001,1,1,0,0,0,0,4,1,1,1,0,1,1,0,0,1,0,0,0,0.0,0.0
3,635680,212957,154666,137272,130785,0,6.5,1080,2400,405,144,0,500,1,159.38,74.23,6.79,155.0,2,2,1,1,0,3,6,1,6,4,4,128,6,0,4020,33,0,0,50,0,2,0,1,2,2.4,3.14,0.7,32.0,0,1,0,0,1,2,844,4,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,1,0,1,1.0,2.0
3,422587,146897,77755,87633,110302,8,6.7,1080,2400,393,60,0,400,1,166.1,76.1,9.9,212.0,2,1,1,3,3,2,8,1,4,3,2,64,3,1,5000,15,0,0,48,0,1,0,1,2,2.2,3.06,1.0,16.0,0,1,1,0,0,1,1329,2,1,1,1,0,0,18,1,1,1,1,0,0,0,0,1,0,0,0,0.0,1.0
