Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Touch sampling rate,Height (mm),Width (mm),Thickness (mm),Weight (gr),Waterproof,Rear material,Frame material,Fingerprint scanner,L3 cache (mb),Manufacturing,Neural processor (NPU),Total score,RAM size (GB),Memory type,Channels,Storage size (GB),Storage type,Memory card,Battery capacity (mAh),Max charge power,Wireless charging,Reverse charging,Matrix (megapixels),Zoom,Flash,8K video recording,4K video recording,1080p video recording,Aperture,Sensor size,Pixel size (micron),Front camera megapixels,eSIM support*,5G support,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Video resolution_p,Video resolution_FPS,Bokeh mode,Pro mode,RAW support,Autofocus_Phase autofocus,LTE Cat*,Proximity sensor,Gyroscope,Compass,Barometer,Hall,effect sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan,Speakers,Launch price category
10,444980,138041,110265,87285,109389,2,6.58,1080,2408,401,120,0,400,0,240,165.99,75.93,8.61,190.0,2,1,1,2,0,3,1,444980,4,3,2,64,3,1,4500,20,0,0,50,0,1,0,0,2,2.0,4.0,0.64,8.0,1,1,1,1,0,1,721,2,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,0.0,1.0
0,259480,83053,41073,65958,69396,6,6.78,1080,2460,396,90,0,600,0,270,168.76,76.61,8.5,196.0,0,1,1,2,0,3,1,259480,8,3,2,256,1,1,5000,33,0,0,50,0,4,0,0,1,2.5,2.55,0.9680385288966724,8.0,0,0,1,1,0,0,540,2,1,1,1,0,0,20,1,0,1,0,0,0,0,0,1,1.0,0.0
13,900765,279677,200982,225491,194615,1,6.82,1260,2720,440,120,1,600,1,300,163.7,79.0,8.1,225.0,8,2,2,1,0,1,1,900765,16,4,4,512,7,2,5000,88,1,1,48,0,1,0,2,2,2.4,3.003953901,0.9680385288966724,13.0,0,1,0,0,0,2,356,4,2,1,1,0,1,20,1,1,1,1,0,0,0,1,0,1.0,3.0
5,843008,232358,256356,163007,191217,5,6.8,1440,3200,515,120,1,1500,1,120,165.1,75.6,8.9,227.0,8,2,2,1,0,2,1,843008,12,4,2,128,6,0,5000,25,1,1,108,0,2,1,2,2,2.2,2.65,0.7,40.0,1,1,0,0,1,2,1298,4,2,1,1,1,1,24,1,1,1,1,1,1,0,0,1,1.0,3.0
5,1744272,436877,675490,334989,296916,5,6.2,1080,2340,416,120,1,2600,1,240,147.0,70.6,7.6,167.0,8,2,2,1,8,2,1,1744272,8,5,4,128,7,0,4000,25,1,1,50,1,1,2,2,2,2.2,3.2,1.12,12.0,1,1,0,0,1,2,234,4,2,1,1,1,1,20,1,1,1,1,1,1,0,1,0,1.0,2.0
2,428892,132906,66071,110845,119070,0,6.67,1080,2400,395,120,0,1300,0,120,161.1,74.95,7.98,188.0,4,1,1,1,0,3,1,428892,8,3,2,256,4,1,5000,67,0,0,200,0,1,0,0,2,2.4,3.06,1.0,16.0,0,0,1,1,1,1,234,2,2,1,1,0,0,12,0,1,1,0,0,0,0,0,1,1.0,1.0
4,1279858,208354,615421,231756,224327,1,7.92,2156,2344,402,120,1,600,1,240,156.7,145.4,4.7,237.0,0,2,2,2,8,3,1,1279858,16,5,4,256,7,0,5000,66,0,1,50,1,1,0,2,2,2.2,1.49,0.9680385288966724,16.0,0,1,0,0,0,2,418,4,1,1,1,1,0,20,1,1,1,0,0,0,0,1,0,1.0,3.0
0,428489,132588,70042,107941,117918,0,6.78,1080,2436,393,120,0,1300,0,360,164.13,74.53,7.75,190.0,4,1,1,1,0,3,1,428489,8,3,2,256,4,1,5000,45,1,1,108,0,4,0,0,2,2.2,3.1,0.8,32.0,0,0,0,1,0,1,174,2,2,1,1,0,0,20,1,1,1,0,0,0,0,0,1,1.0,0.0
2,369361,125232,67675,76451,100003,2,6.53,1080,2340,395,60,0,640,1,120,161.4,76.4,8.8,200.0,2,2,1,3,0,3,1,369361,4,3,2,64,3,1,4500,18,0,0,64,0,1,0,1,2,2.0,3.1,0.9,20.0,0,0,1,1,0,1,1787,2,1,1,1,0,0,12,1,1,1,0,0,0,0,1,0,0.0,0.0
5,656054,174405,197575,126345,157729,5,6.1,1440,3040,551,60,0,1215,1,120,149.9,70.4,7.8,157.0,8,2,2,1,0,2,1,656054,8,3,2,128,3,1,3400,15,1,1,12,1,2,0,2,4,1.9,2.65,1.22,10.0,0,0,1,0,1,2,2001,4,2,1,1,1,1,20,1,1,1,1,1,1,0,0,1,1.0,2.0
2,882778,263673,230693,186334,202078,2,6.6,1080,2460,407,144,0,650,1,270,163.6,74.3,8.9,200.0,3,1,1,2,4,3,1,882778,8,4,4,128,6,0,5080,67,0,0,64,0,2,0,1,2,2.0,3.06,1.0,16.0,0,1,1,0,1,1,448,2,1,1,1,0,0,20,1,1,1,0,0,0,0,0,1,1.0,1.0
6,958789,258367,306346,174080,219996,0,6.7,1440,3216,525,120,1,500,1,240,163.2,73.6,8.7,197.0,8,2,2,1,4,2,1,958789,8,4,4,128,6,0,4500,65,1,1,48,0,2,2,3,2,2.0,3.06,1.0,16.0,1,1,0,0,1,2,1270,2,1,1,1,1,1,20,1,1,1,1,0,0,0,0,1,1.0,2.0
18,829093,265821,254990,142501,165781,1,6.8,1080,2436,392,120,1,500,0,120,167.1,74.9,8.99,198.7,7,1,2,1,4,3,1,829093,12,4,4,256,6,1,4600,60,1,1,50,1,2,0,1,2,2.5,4.0,1.12,50.0,0,1,1,0,0,1,52,2,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,0.0,2.0
0,242317,79099,23084,82550,57584,2,6.56,720,1612,269,90,0,500,0,180,164.0,75.75,8.4,191.0,0,1,1,2,1,3,0,242317,4,3,2,64,3,1,5000,18,0,0,13,0,2,0,0,1,2.0,3.003953901,0.9680385288966724,8.0,0,0,1,1,0,0,540,2,1,1,0,0,0,20,1,0,1,0,0,0,0,0,1,0.0,0.0
5,379907,102856,112041,84115,80895,3,6.3,1440,2960,522,60,0,500,1,120,162.5,74.8,8.6,195.0,8,2,2,3,0,2,0,379907,6,3,2,64,3,1,3300,15,1,0,12,1,1,0,1,2,1.7,3.6,1.22,8.0,0,0,1,0,1,2,2547,3,1,1,1,0,1,16,1,1,1,1,0,0,0,0,1,0.0,2.0
4,243216,90539,34232,57563,60882,2,6.21,1080,2340,415,60,0,450,0,120,154.8,73.6,8.0,162.0,0,1,1,3,1,3,0,243216,3,2,2,32,1,1,3400,10,0,0,13,0,1,0,0,2,2.0,3.003953901,0.9,24.0,0,0,1,1,0,1,2029,2,1,1,1,0,0,12,1,1,1,0,0,0,0,0,1,0.0,1.0
12,851130,267119,265108,156022,162881,0,6.78,1260,2800,453,120,1,4500,1,300,164.16,74.93,7.58,190.0,8,2,1,1,4,3,1,851130,8,3,2,256,4,0,5500,80,0,1,50,0,2,0,1,2,2.0,2.76,0.64,50.0,1,1,0,0,0,1,52,4,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,0.0,2.0
14,151295,54211,10058,43049,43977,2,6.5,720,1600,270,60,0,400,0,120,164.2,75.7,8.5,186.0,0,1,1,2,0,0,0,151295,2,3,2,32,1,1,5000,10,0,0,8,0,1,0,0,1,2.2,5.0,0.9680385288966724,5.0,0,0,1,0,0,0,721,1,1,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0.0,0.0
6,1280662,352099,472178,204661,251184,0,6.74,1240,2772,450,120,1,500,1,360,163.4,74.3,8.7,204.0,0,2,2,1,6,3,1,1280662,12,5,4,256,6,0,5000,100,0,0,50,0,1,0,2,2,2.4,3.09,1.0,16.0,0,1,0,0,1,2,568,2,1,1,1,0,0,18,1,1,1,0,0,0,0,1,0,1.0,1.0
11,237590,79884,33230,59280,65196,2,6.8,1080,2460,395,60,0,500,0,120,166.63,74.37,8.3,198.0,0,1,1,2,0,3,1,237590,4,3,2,128,1,1,5000,18,0,0,64,0,4,0,0,1,2.0,1.7,0.8,16.0,0,0,1,1,0,0,783,2,1,1,1,0,0,7,1,0,0,0,0,0,0,0,1,0.0,0.0
5,323135,111824,66059,60319,84933,3,6.7,1080,2400,393,60,0,650,0,120,163.9,76.3,9.5,213.0,0,1,1,2,0,2,1,323135,6,3,2,128,3,1,7000,25,0,1,64,0,1,0,1,1,2.2,2.8,0.8,32.0,0,0,1,1,1,1,1451,4,2,1,1,0,0,15,1,1,1,0,0,0,0,0,1,0.0,1.0
13,588186,193840,138782,125724,129840,1,6.7,1084,2412,391,120,0,950,1,240,161.29,74.96,6.88,168.0,0,1,1,1,0,3,1,588186,8,3,2,128,6,0,4500,66,0,1,50,0,1,0,1,2,2.4,2.8,0.61,60.0,0,0,0,0,0,1,509,4,1,1,1,0,0,18,0,1,1,0,0,0,0,0,1,1.0,1.0
4,429586,134040,69774,102996,122806,0,6.7,1080,2412,394,90,0,600,0,120,161.05,74.55,6.78,166.0,0,1,1,2,2,3,1,429586,8,3,2,256,4,0,4500,35,0,0,108,0,1,0,0,1,2.1,3.003953901,0.9680385288966724,50.0,0,1,0,0,0,1,113,2,1,1,0,0,0,18,0,0,1,0,0,0,0,0,1,0.0,1.0
3,363832,115601,85399,80630,82202,2,6.5,720,1600,270,120,0,450,0,120,163.94,74.98,8.39,189.0,1,1,1,2,0,2,1,363832,4,3,2,128,4,1,5000,15,0,0,48,0,1,0,0,1,2.0,4.0,1.12,8.0,1,1,1,0,1,1,479,2,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,1.0,0.0
6,1274282,361831,492051,180840,239560,0,6.7,1080,2412,394,120,1,600,1,720,163.0,75.4,8.75,203.5,4,2,1,1,6,3,1,1274282,8,4,4,128,6,0,4800,150,0,0,50,0,1,0,2,2,2.4,3.1,1.0,16.0,0,1,0,0,1,2,752,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1.0,2.0
14,597402,182827,116089,135192,163294,1,6.7,1080,2400,395,120,0,2000,1,240,162.95,75.45,7.87,190.0,4,4,1,1,0,3,1,597402,8,3,2,128,6,1,5000,67,0,0,50,0,1,0,1,2,2.5,4.0,1.12,16.0,0,1,1,0,1,1,174,2,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,1.0,1.0
1,1071616,247268,446806,177376,200166,1,6.3,1080,2424,422,120,1,2700,1,120,152.8,72.0,8.5,198.0,8,2,2,1,0,2,1,1071616,12,5,4,128,6,0,4700,27,1,1,50,0,1,0,2,2,2.2,3.1,1.22,10.5,1,1,0,0,0,2,21,4,2,1,1,1,1,20,1,1,1,1,0,0,0,1,0,1.0,2.0
12,339060,100167,40138,118556,80139,2,6.64,1080,2388,395,90,0,650,0,120,164.06,76.17,8.07,202.0,4,1,1,2,0,3,1,339060,4,3,2,128,4,1,5000,44,0,1,50,0,1,0,0,1,2.5,3.003953901,0.9680385288966724,16.0,0,0,1,1,0,1,479,2,1,1,1,0,0,13,1,1,1,0,0,0,0,0,1,0.0,0.0
5,637281,182224,197088,131751,126218,3,6.4,1440,3040,522,60,0,1200,1,120,157.6,74.1,7.8,175.0,8,2,2,1,0,2,1,637281,8,3,2,128,3,1,4100,15,1,1,12,1,2,0,2,4,1.9,2.65,1.22,10.0,0,0,1,0,1,2,2001,4,2,1,1,1,0,20,1,1,1,1,1,1,0,1,0,1.0,2.0
14,427848,138397,62224,112012,115215,2,6.72,1080,2400,392,120,0,950,0,240,165.6,76.1,7.69,188.0,4,1,1,2,2,3,1,427848,6,3,2,128,4,1,5000,45,0,0,108,0,1,0,0,1,2.0,1.67,0.9680385288966724,8.0,0,1,1,0,1,1,174,2,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,1.0,0.0
12,727120,234569,183023,132054,177474,0,6.78,1080,2400,388,120,0,1000,1,300,164.1,74.8,7.4,180.0,0,2,1,1,4,3,1,727120,8,4,4,128,6,0,4600,66,0,0,50,0,2,0,1,2,2.5,2.76,0.64,50.0,0,1,0,0,1,1,540,4,2,1,1,1,1,20,1,1,1,0,0,0,0,0,1,0.0,1.0
2,131111,42168,17833,40327,30783,2,6.52,720,1600,269,60,0,400,0,120,164.9,76.8,9.1,192.0,0,1,1,0,0,3,0,131111,2,3,2,32,1,1,5000,10,0,0,8,0,1,0,0,1,2.2,3.003953901,0.9680385288966724,5.0,0,0,1,1,0,0,540,2,1,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0.0,0.0
6,838345,238939,202349,175746,221911,0,6.7,1080,2412,394,120,0,500,1,720,163.3,75.5,8.2,186.0,0,1,1,1,4,3,1,838345,8,4,4,128,6,0,5000,80,0,0,50,0,2,0,1,2,2.4,3.09,1.0,16.0,0,1,0,0,0,1,844,2,1,1,1,0,0,12,1,1,1,0,0,0,0,0,1,1.0,1.0
2,628792,192750,172700,113522,149820,0,6.55,1080,2400,402,90,0,500,1,240,160.5,75.7,6.8,159.0,3,2,1,2,0,2,1,628792,6,3,2,128,4,1,4250,33,0,0,64,0,2,0,1,2,2.2,3.4,0.8,20.0,0,1,0,0,0,1,1239,2,2,1,1,0,0,20,1,1,1,0,0,0,0,0,1,1.0,1.0
12,1507117,375722,537522,294299,299574,0,6.78,1260,2800,453,120,1,500,1,300,164.07,74.53,9.34,214.85,8,2,2,1,8,3,1,1507117,8,4,4,256,7,0,4870,120,1,1,50,0,2,1,2,2,2.5,2.8,0.8,32.0,0,1,0,0,1,2,630,4,1,1,1,1,0,20,1,1,1,0,0,0,0,1,0,1.0,2.0
3,227536,77070,30643,56954,62869,0,6.4,1080,2400,411,60,0,700,0,120,161.89,73.87,8.55,181.0,2,1,1,2,0,3,1,227536,4,3,2,64,1,1,5000,20,0,0,50,0,1,0,0,1,2.2,4.0,1.12,13.0,0,0,1,1,1,1,995,2,1,1,1,0,0,7,1,1,1,0,0,0,0,0,1,0.0,0.0
14,413030,138009,74490,98103,102428,2,6.72,1604,720,262,120,0,625,0,240,165.6,76.1,7.69,190.0,4,1,1,2,2,3,1,413030,4,3,2,128,4,1,5000,15,0,0,50,0,1,0,0,1,2.0,3.003953901,0.64,8.0,0,1,1,0,1,1,143,2,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,1.0,0.0
5,579837,207203,138493,95482,138659,3,6.7,1080,2400,393,120,0,500,1,120,163.7,76.1,7.6,181.0,7,1,1,1,0,3,1,579837,6,3,2,128,4,1,5000,25,0,0,108,0,1,0,1,2,2.2,2.8,0.8,32.0,0,1,0,0,1,1,874,4,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,1.0,1.0
2,154710,55442,10909,43235,45124,2,5.45,720,1440,295,60,0,530,0,120,146.3,70.4,9.5,165.0,0,1,1,0,0,2,1,154710,2,1,1,16,1,1,4000,47,0,0,12,0,1,0,0,1,2.2,5.0,1.12,5.0,0,0,1,1,0,0,1909,2,1,0,0,0,0,4,1,1,1,0,0,0,0,0,1,0.0,0.0
2,1501656,396296,527576,288948,288836,0,6.67,1220,2712,446,144,1,600,1,480,162.2,75.7,8.49,206.0,8,2,1,1,8,3,1,1501656,12,5,4,256,7,0,5000,120,0,0,50,0,1,1,2,2,2.2,2.0,0.8,20.0,1,1,0,0,1,2,356,2,1,1,1,1,0,20,1,1,1,0,0,0,0,1,0,1.0,3.0
5,713203,212654,215469,137373,147707,3,6.5,1080,2400,407,120,0,740,1,120,159.8,74.5,8.4,190.0,8,1,2,1,2,2,1,713203,6,4,2,128,6,1,4500,25,1,1,12,1,2,0,2,2,2.0,2.74,0.8,32.0,0,0,0,0,1,2,1421,4,2,1,1,1,1,19,1,1,1,0,1,1,0,0,1,1.0,2.0
6,1618112,400518,604796,297685,315113,0,6.78,1264,2780,450,120,1,4500,1,360,163.3,75.3,8.8,207.0,5,2,2,1,8,3,1,1618112,12,5,4,256,7,0,5500,100,0,0,50,0,1,0,2,2,2.4,3.09,1.0,16.0,0,1,0,0,1,2,234,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1.0,2.0
14,869092,214183,296241,161033,197635,3,6.43,1080,2400,409,120,0,450,1,360,158.5,73.3,8.4,186.0,0,2,1,1,4,2,1,869092,8,4,2,128,6,0,4500,65,0,0,64,0,2,0,2,2,2.5,3.0,1.0,16.0,0,1,1,0,1,2,1270,2,1,1,1,0,0,20,1,1,1,0,0,0,0,0,1,1.0,2.0
3,381057,123489,77114,79191,101263,2,6.7,1080,2400,393,60,0,450,1,120,166.1,76.1,9.9,212.0,0,1,1,2,3,2,1,381057,4,3,2,64,3,1,5000,20,0,0,48,0,1,0,1,2,2.2,2.0,1.0,16.0,0,1,1,1,0,1,1360,2,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,0.0,1.0
14,773824,252935,183436,155736,181717,1,6.7,1080,2412,394,120,1,2000,0,240,161.34,73.91,8.23,190.0,5,2,1,1,0,2,1,773824,8,3,2,128,6,0,5200,80,0,0,50,1,1,0,1,2,2.5,2.74,0.8,32.0,0,1,0,0,1,1,21,4,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1.0,1.0
2,829966,257185,201416,168318,203047,2,6.6,1080,2460,407,144,1,500,1,270,163.64,74.29,8.87,200.0,3,1,1,2,4,3,1,829966,8,4,4,128,6,0,5080,67,0,0,64,0,2,0,1,2,2.45,2.0,0.8,16.0,0,1,1,1,1,1,813,2,2,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1.0,1.0
5,346841,115364,79042,72048,80387,3,6.6,720,1600,266,60,0,500,0,120,164.4,75.9,8.6,193.0,0,1,1,1,3,2,1,346841,4,3,2,128,3,1,5000,15,0,0,48,0,1,0,1,2,2.2,5.0,1.0,20.0,0,1,1,0,1,1,1390,2,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,0.0,1.0
1,250172,83481,37768,61127,67796,1,5.6,1080,2220,441,60,0,500,0,120,151.3,70.1,8.2,147.0,0,1,1,3,0,2,1,250172,4,3,2,64,1,0,3000,18,0,0,12,0,2,0,1,3,2.0,2.8,1.12,8.0,1,0,1,0,0,1,1940,2,1,1,1,1,0,11,1,1,1,1,0,0,0,0,1,1.0,1.0
2,399096,129223,78383,78622,112868,0,6.67,1080,2400,395,120,0,700,1,240,164.2,76.1,8.12,201.8,3,1,1,2,0,2,1,399096,6,3,2,128,4,1,5000,67,0,0,108,0,1,0,1,2,2.4,3.13,1.0,16.0,0,0,1,1,1,1,509,2,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,1.0,1.0
13,900765,279677,200982,225491,194615,1,6.69,1216,2688,441,120,1,600,1,300,161.4,76.0,7.95,209.0,8,2,2,1,0,1,1,900765,12,4,4,256,7,2,4750,66,1,1,50,1,2,0,2,2,2.4,3.003953901,0.9680385288966724,13.0,0,0,0,0,0,2,356,4,2,1,1,0,0,20,1,1,1,1,0,0,0,0,1,1.0,2.0
2,516984,152757,112540,108077,143610,0,6.67,1080,2400,395,120,1,500,1,240,162.9,76.0,7.9,187.0,3,2,1,2,0,3,1,516984,6,3,2,128,4,0,5000,67,0,0,50,0,2,0,1,2,2.5,3.06,1.0,16.0,0,1,1,0,1,1,540,2,2,1,1,0,0,20,1,1,1,0,0,0,0,0,1,1.0,1.0
4,596600,194697,159947,118656,123300,2,6.26,1080,2340,412,60,0,450,0,120,154.25,74.0,7.9,174.0,0,2,2,2,0,3,1,596600,6,3,2,128,3,0,3750,22,0,0,48,0,1,0,1,2,2.0,2.8,0.8,32.0,0,0,0,0,0,2,1909,2,1,1,1,1,0,21,1,1,1,0,0,0,0,0,1,0.0,1.0
15,1623986,406281,611862,317813,288030,0,6.78,1080,2448,395,165,0,1000,1,720,173.0,77.0,10.3,246.0,4,2,2,1,8,3,1,1623986,16,5,4,512,7,0,6000,65,0,1,50,0,1,1,2,2,2.5,3.2,0.7,32.0,0,1,1,0,1,2,448,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1.0,3.0
6,674056,225606,162571,130246,155633,0,6.7,1080,2412,394,120,0,950,1,240,162.7,75.5,8.2,184.0,0,1,1,1,0,3,1,674056,8,3,2,128,6,1,5000,80,0,0,50,0,1,0,1,2,2.4,3.13,1.0,16.0,0,1,0,0,1,1,387,2,1,1,1,0,0,13,1,1,1,0,0,0,0,0,1,1.0,1.0
2,1578468,388208,601455,302697,286108,0,6.67,1440,3200,526,120,1,4000,1,480,160.86,74.95,8.21,209.0,0,2,2,1,8,3,1,1578468,12,5,4,256,7,0,5000,120,0,0,50,0,1,1,2,2,2.4,3.06,1.0,16.0,0,1,0,0,1,2,265,2,2,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1.0,1.0
3,517563,161837,87588,113549,154589,4,6.6,1080,2400,402,144,0,1200,1,360,158.52,71.99,7.64,168.0,8,4,2,1,0,3,1,517563,8,3,2,256,4,0,4400,68,1,1,50,0,2,0,1,2,2.4,1.55,0.7,32.0,1,1,0,0,1,1,326,4,1,1,1,1,0,19,1,1,1,1,0,0,0,0,1,1.0,1.0
9,1612065,437983,607388,283058,283636,0,6.82,1440,3168,510,120,1,2500,1,240,164.8,76.2,9.1,218.0,8,2,2,1,8,3,1,1612065,12,5,4,256,7,0,5000,100,1,1,50,0,2,0,2,2,2.4,2.74,0.8,32.0,0,1,0,0,1,2,540,4,1,1,1,1,1,20,1,1,1,0,0,0,0,1,0,1.0,2.0
0,756783,211807,215357,154309,175310,0,6.67,1080,2400,395,120,0,900,0,360,162.66,75.89,8.1,187.0,3,1,1,1,0,3,1,756783,8,3,2,256,6,1,5000,45,0,1,108,0,4,0,1,2,2.5,1.67,0.8,32.0,0,1,1,1,0,1,387,3,1,1,1,0,0,20,1,1,1,0,0,0,0,0,1,1.0,0.0
8,2369542,485363,979908,507149,397122,0,6.8,1116,2480,400,120,0,1600,1,960,164.0,76.4,8.9,229.0,0,0,2,1,12,3,1,2369542,16,5,4,512,7,0,5500,165,0,0,50,0,1,2,2,2,2.0,3.06,1.12,16.0,0,1,1,0,1,2,52,2,2,1,1,0,0,20,1,1,1,0,0,0,1,0,0,1.0,2.0
3,578276,175641,149019,114917,138699,1,6.7,1080,2400,385,144,0,450,1,120,163.0,76.0,7.0,163.0,2,1,2,2,0,3,1,578276,8,3,2,128,4,0,4000,30,0,0,108,1,2,0,2,2,2.3,1.52,0.7,32.0,0,1,0,0,0,2,1117,4,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,0.0,2.0
6,356931,129362,69264,74754,83551,8,6.49,1080,2400,406,90,0,550,0,120,163.1,74.9,8.3,189.0,0,1,1,2,0,2,1,356931,4,3,2,64,3,1,5000,18,0,0,13,0,1,0,0,1,2.1,3.0,1.0,16.0,0,1,1,1,1,1,1178,2,1,1,1,0,0,13,1,1,1,0,0,0,0,0,1,0.0,0.0
2,785177,217516,233355,144938,199368,0,6.67,1080,2400,395,120,0,800,1,480,164.1,76.9,8.8,203.0,3,2,2,2,8,3,1,785177,8,3,2,128,6,0,5000,67,0,0,108,0,2,0,1,2,2.5,3.06,1.0,16.0,0,1,0,0,1,2,1056,2,1,1,1,1,0,18,1,1,1,1,0,0,0,1,0,1.0,1.0
14,438163,153343,80957,94380,109033,2,6.6,1080,2412,400,120,0,460,0,240,164.3,75.6,8.5,195.0,0,1,1,2,0,3,1,438163,6,3,2,128,4,1,5000,33,0,0,64,0,1,0,0,1,2.1,3.13,1.0,16.0,0,1,1,0,0,1,933,2,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,0.0,1.0
15,1593326,409138,605739,291849,286600,0,6.78,1080,2448,395,165,0,1500,1,720,173.0,77.0,10.3,239.0,4,2,2,1,8,3,1,1593326,12,5,4,256,7,0,6000,65,0,1,50,0,1,1,2,2,2.5,3.2,1.12,32.0,0,1,1,0,1,2,479,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1.0,2.0
2,407741,128013,96983,75545,107200,0,6.55,1080,2400,402,90,0,500,1,240,160.5,75.7,6.8,157.0,3,2,1,2,0,2,1,407741,4,3,2,64,4,1,4250,33,0,0,64,0,2,0,1,2,2.5,3.06,1.0,16.0,0,0,0,0,0,1,1239,2,2,1,1,0,0,15,1,1,1,0,0,0,0,0,1,1.0,1.0
12,2111636,505590,864600,385208,356238,0,6.78,1260,2800,453,144,1,1400,1,300,163.53,75.68,8.34,190.0,4,2,1,1,18,3,1,2111636,8,5,4,256,7,0,5160,120,0,0,50,0,1,2,2,2,2.5,2.76,0.64,16.0,0,1,0,0,1,2,113,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1.0,1.0
2,945775,276813,234194,191452,243316,0,6.67,1220,2712,446,144,1,600,1,480,162.2,75.7,8.49,197.0,8,2,1,1,4,3,1,945775,8,4,4,256,6,0,5000,67,0,0,50,0,1,0,1,2,2.2,2.0,0.8,20.0,1,1,0,0,1,2,356,2,1,1,1,1,0,20,1,1,1,0,0,0,0,1,0,1.0,2.0
4,394850,135356,69876,96988,92630,6,6.5,720,1600,270,90,0,450,0,120,163.66,75.13,8.68,194.0,0,1,1,2,0,2,1,394850,4,3,2,128,3,1,5000,22,0,0,50,0,1,0,0,1,2.0,3.003953901,0.9680385288966724,8.0,0,1,1,0,0,0,540,2,1,1,1,0,0,18,1,0,1,0,0,0,0,0,1,0.0,0.0
12,971043,270835,264479,200427,235308,0,6.78,1260,2800,453,120,1,2800,1,300,164.36,75.1,7.45,188.0,4,2,1,1,4,3,1,971043,8,3,2,256,4,0,5000,80,0,1,50,1,2,0,1,2,2.0,2.76,0.64,50.0,0,1,0,0,0,1,174,4,1,1,1,0,0,18,1,1,1,0,0,0,0,1,0,0.0,1.0
11,427197,133152,66154,110891,117000,0,6.78,1080,2436,393,120,0,1000,0,120,164.7,75.0,7.6,179.0,3,1,1,1,0,3,1,427197,8,3,2,256,4,0,5000,33,0,0,108,0,4,0,0,2,2.2,3.1,0.7,32.0,0,0,0,1,0,1,203,2,2,1,0,0,0,13,1,1,1,0,0,0,0,0,1,1.0,0.0
2,923576,246800,260294,182528,233954,0,6.81,1440,3200,515,120,1,900,1,480,164.3,74.6,8.4,234.0,8,0,2,1,4,2,1,923576,8,4,2,256,6,0,5000,67,1,1,50,0,2,1,2,2,2.3,3.4,0.8,20.0,0,1,0,0,1,2,1239,2,2,1,1,1,1,24,1,1,1,1,1,1,0,0,1,1.0,3.0
5,667934,169143,208710,148420,141661,3,6.8,1440,3040,495,60,0,700,1,120,162.3,77.2,7.9,196.0,8,2,2,1,0,2,1,667934,12,3,2,256,5,1,4300,45,1,1,12,1,1,0,2,4,1.6,2.65,1.22,10.0,0,1,0,1,1,2,1848,4,1,1,1,1,1,20,1,1,1,1,0,0,0,0,1,1.0,3.0
3,261535,85300,38887,63200,74149,2,6.5,720,1600,270,90,0,400,0,120,162.7,74.66,8.19,183.45,1,1,1,2,0,3,1,261535,4,3,2,64,1,1,5000,10,0,0,50,0,1,0,0,1,2.0,4.0,1.12,8.0,0,0,1,1,1,0,599,1,1,1,1,0,0,7,1,1,0,0,0,0,0,0,1,1.0,0.0
7,1301226,326026,546226,186740,242234,1,6.1,1080,2520,449,120,0,750,1,240,154.0,68.0,8.6,182.0,8,2,2,2,8,3,1,1301226,8,5,4,128,6,1,5000,30,1,1,48,0,1,0,3,3,2.0,2.93,1.22,12.0,1,1,1,0,1,2,356,4,1,1,1,1,0,20,1,1,1,0,0,0,0,0,1,1.0,2.0
8,2117487,486401,897885,405132,328069,0,6.8,1116,2480,400,120,0,1600,0,120,164.0,76.4,8.9,229.0,0,2,2,1,12,3,1,2117487,12,5,4,256,7,0,6500,80,0,0,50,0,1,2,2,2,2.0,2.8,1.12,16.0,0,1,1,0,0,2,295,2,2,1,1,0,0,20,1,1,1,0,0,0,1,0,0,1.0,2.0
